Fire,Plot,ALLOCO,AMPHMA,ANTIGH,ASPAGA2,BAUHSP1,CISSPA,CLAUEX,CROTHU,CURCSP1,DESMSP4,DIOSVE,LEEAIN,OTTONO,STERPE,STREJU,STYRBE,THUNSP1,VATISP1,ZINGZE,ACACCO,DIOSCO,FABACE6,PSEULA,TERMNI,TILITR,ACACSP1,AGANPO,ALANIN,CAPPMI,CAYRTR,DESMSP5,DIOSDE,DIOSFI,HYMEBR,ICHNFR,MARSSP1,NERVSP1,PIPESA,PTERMA,RUELPR,WRIGAR,AGLAOD,AMORSP2,CAESHY,CRATPR,DIOSAL,GMELSP1,GREWER,HELIEL,HELIIS,LAGEDU,PAEDPI,POLYDE,STERGU,STERSP1,ZYGOBE,DENDUM,HOLAPU,OPLICO,UVARDU,ZOLLDO,AMORSP1,BUCHCO,CRATCO,CYCASI,CYPECY,DALBOV,HELIAN,HETETR,MICRTO,MNESLA,SETAPA,SINDSI,TERMMU,THESLA,URARRO,UVARCH,BALISO,CLERIN,CONGTO,CYANBU,GLOBSP1,GMELEL,HYDNIL,KAEMSP1,MALLPE,MURRPA,OXYCSP1,PERISP1,POLYSU,BLINLY,DIPTOB,ENKLMA,MURDLO,RUBIAC3,SCLELE,TEPHVE,APORSP1,ARUNSE,BARLCR,CHROOD,GLUTUS,LAMIAC,LINOPE,OCHNIN,SCLEPI,THUNFR,CYPETR,SHORRO,SMILLU,CYANCI,DALBOL,DILLOB,LANNCO,PHYLIN,SHORSI,SOLEHE,ACRARA,ALBIOD,ASPAGA1,CAESSP1,CAJASC,COMBPU,CORCAE,CYANCR,DIOSSP1,MARANT,MYRIEX,PHYLUR,SENNTO,TRIUBA,VENTSP1,CUCURB2,DIOSCA,FERNAD,MEMESC,SCHLOL,ATALMO,CHUKTA,CLEMSP1,COMMPA,UNKNOW2,TYPHTR,XYLIXY,ANTIMO,MARKST,WALSTR,BOMBIN,BREYAS,BRIDST,ARISSP1,CUCURB1,GMELSP2,MILLBR,ACANTH1,ACHYAS,ARISCA,BROUKU,CLAUSP1,JASMSP1,MUNRHU,RUELRE,UNKNOW6,ZINGIB,ACANTH5,BAUHSC,CELAPA,CNESLA,DIMOLO,LITSGL,PAVESP1,POUZZE,ZIZIOE,CROTMA,BAMBBA,CALAAC,CLEIPA,SIDAMY,GOMPST,HYMEOR,MILLXY,PHYLPU,SIDARH,DIOSHI,BULBBA,CAREAR,MORITO,TRIGRE,VITELI,ERYTCA,FABACE5,HYPOAU,KAEMMA,PHYLEM,SPONPI,URARCR,CANASU,HARRPE,CISSRE,HUBECE,LEPIRU,MONOOB,ORCHID1,FABACE1,LAGETO,UNKNOW3,ALBILU,SENNSP,SENNTI,AMPEMA,ARNISP1,DENDTR,MITRRO,TELOSP1,GARUPI,HEDYOV,HOMADI,LEPITE,COMMSP1,SHOROB,STERVI,LEUCDE,VITECA,INVOCO,PHYSAN,STERTE,FLACIN,MITRTO,MURDME,WALSPI,ELLITO,CYPENI,DALBCU,GREWAB,PYCNLU,ADENVI,BREYSP1,DIOSEH,ORTHRU,VITEPE,DENDSP,ERYTSU,FLEMST,GREWHI,GYNUPS,THYRSI,BRACRA,MURDVA,SIDACO,AGERCO,ALLOSE,CATUSP,CRINAM,HETESU,OLDECO,CHRYOR,CROTMO,CYPELE,CYPETE,FABACE2,HELILA,BARRSP1,FABACE3,UVARRU,SCINSP1,BIOPUM,DENDME,DIGISP1,GALASP1,TERMBE,BRUCJA,CYMBSP1,URENLO,CURCAN,CYPEDU,GARDOB,MURDSP,SCHIBR,LAGEVE,CATUTO,TRIDPR,COMMBE,URTICA,CURCPA,VITEPI,PREMSP1,DIGILO,CONVOL3,CYRTAC,DALBRI,CRATSU,DALBLA,DIOSGL,SENNGA,BLUMSP2,CENTLA,CLEOVI,ERAGMO,EUPHHI,IMPECY,LINDCI,TERMAL,BOMBAN,CHEISP,CONVOL1,DICTOV,DIOSVA,ORYZME,SMILSP1,SPATPA,DIGIAB,SAURHI,GYMNGR,MAMMSI,TERMGL,COLOAU,PEROIN,VITEGL,ARTOSP1,DIOSMO,MALLPH,PTERSE,CONVOL2,LEUCLE,PASSFO,STREAS,ERANSP1,HOLOIN,ROURST,VALLSO,DIPTTU,PARVTO,CRATFO,FIMBFU,GYNUSP1,MURDNU,CARDQU,BRACSU,CASSFI,DIGICI,ELEUIN,ERAGJA,EUPHHE,INDIHI,IPOMPE,PHYLAM,RICHBR,TRIAPO,BROUPA,COCCGR,ARISKE,COLOES,OROXIN,SORGHA,THUNLA,MERRQU,INDISQ,CHRYAC,DESMTR,FIMBCI,HOLACU,MERRHI,SEMECO,VETIZI,ABRUPU,BERRMO,DALBCA,SPERPU,ACILSQ,ALTESE,CYNODA,DACTAE,MELOCO,MIMODI,MIMOPI,PASPNO,SCOPDU,TEPHPU,SENNOC,SIDAAC,GARDSO,CYPESP2,EUPHTH,GOMPCE,HELIST,LINDAN,LIPOHE,GLINOP,ANTISP2,GEOPRE,LITHPO,MEMESP1,TAREVA,UNKNOW4,CHAMMI,CYPECU,HEDYSP1,LINDCR,ANDRPA,APHAPO,MELISU,METATR,DECAPA,AERVSA,PTERSP1,DESMSP2,PRISTE,ANTISP1,COLOFL,MILIHO,ORCHID2,PROTSE,VITACE,SUREMU,CASEGR,DESMSP1,PREMRA,CARESP,ALBILE,CORDGL,XANTCA,CARABR,BEILRO,MYXOSP1,RUBIAC2,POACEA1,ROTTCA,DALBNI,CYPERA1,ELEPSC,FIMBER,DIPTAL,PTERTI,BLUMSP1,DESMOB,RUELSI,COMMEL1,DUNBBE,ERIOSP1,ACANTH3,PEPEPE,TERMCH,IRVIMA,RUBIAC1,ZIZIRU,EHRELA,DRYPSP1,KYLLBR,SACCIN,TOREFO,UNKNOW5,ACANTH2,STERCY,DIGISPA,CLITMA,CYPERA3,CLEORU,CYPERA2,CYPERO,ECHICO,GYMNSC,LUDWHY,MERRVI,SYNENO,AESCAM,CENTPU,HALDCO,MILLSP2,TECTGR,ADENIN,SPORDI,CYPECA,EVOLNU,FIMBDI,FIMBQU,LUDWAD,MIMOPU,CYANAX,PHYLDE,AMARSP
before,65,0,0,0,0,0,3,0,0,2,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193333333,0,0,0,0,0,0,0,0,0,0,0,0,0.346666667,0,15.66666667,0,0,0,0,0,0,0,0,30,0,1.333333333,71.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,3.763333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0.333333333,0,0.05,0,0,0,0,0,0,0,2.666666667,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,46.33333333,0,0,0,0,0,0,0,0,0,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126666667,0,0,0,0,0,0,0,0,0,0,0,0,0.103333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
before,66,0,0,0,0,0,0,0,48.66666667,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.3333333,0,0,0,2.666666667,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,0,6.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1.333333333,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156666667,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.333333333,0,2.666666667,0,0,0,0,0,128.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
before,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.6666667,0,0,0,0,0,0,0,0,115.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,31,2.333333333,28.33333333,1.153333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
before,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7.333333333,0,0,56.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666666667,0,0,0,0,0,0,0,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
before,69,0,0,0,0,0,2.666666667,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.2773333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.9896667,0,0,0,61.66666667,0,0,0,0,95.33333333,0,0,0,0,0,0,0,0,15.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.6666667,0,0,0,0,0.15,0,0,0,0,0,0,0,0,160.5926667,323.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
before,70,0,0,0,0,0,0.206666667,0,21.33333333,0,0,0,0,25.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.3333333,0,0,0,0,0,0,0,0,341.6916667,0,0,522.5426667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.9546667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
before,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,5.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333,5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.33333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
before,72,0,1.666666667,0,0,13.33333333,5,0,31.33333333,9.666666667,0,0,0,10.33333333,0,0,0,0,0,0,0,0,5,0,3,0,2.666666667,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1.333333333,0,0,0,0,6.666666667,0,0,0,0,0,0,3,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,116.6666667,0,0,0,0,0,0,0,0,0,0,0,9,2,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.393333333,0,0,16.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
before,73,0,0,0,0,52,6,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,4.333333333,0,0,1,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0.433333333,0,0.1,10.33333333,0,0,0,0,0,0,0,0,0,0,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,32.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.666666667,0,0,0,0,0,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
before,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.3333333,2.23,0,0,1.666666667,0,0,0,0,13.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0,0,0,0,11.66666667,0,0,0,0,0,10,0,3.333333333,0,0,5.333333333,0,0,0,0,323,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
